pathway	hgnc_symbol
hsa05165	BAK1
hsa05165	HES4
hsa05165	BAX
hsa05165	PXN
hsa05165	RAF1
hsa05165	RB1
hsa05165	RBL1
hsa05165	RBL2
hsa05165	CCND1
hsa05165	RELA
hsa05165	RFNG
hsa05165	RHEB
hsa05165	RPS6KB1
hsa05165	RPS6KB2
hsa05165	TNN
hsa05165	MPP5
hsa05165	CREB3L2
hsa05165	SOS1
hsa05165	SOS2
hsa05165	SPP1
hsa05165	STAT1
hsa05165	STAT2
hsa05165	TBP
hsa05165	TCF7
hsa05165	TCF7L2
hsa05165	TERT
hsa05165	THBS1
hsa05165	THBS2
hsa05165	THBS3
hsa05165	THBS4
hsa05165	TLR3
hsa05165	TNF
hsa05165	TNFRSF1A
hsa05165	TNR
hsa05165	TNXB
hsa05165	TP53
hsa05165	TRAF3
hsa05165	TSC1
hsa05165	TSC2
hsa05165	TUBG1
hsa05165	TYK2
hsa05165	UBE3A
hsa05165	VEGFA
hsa05165	VTN
hsa05165	VWF
hsa05165	WNT1
hsa05165	WNT2
hsa05165	WNT3
hsa05165	WNT5A
hsa05165	WNT6
hsa05165	WNT7A
hsa05165	WNT7B
hsa05165	WNT8A
hsa05165	WNT8B
hsa05165	WNT10B
hsa05165	WNT11
hsa05165	WNT2B
hsa05165	WNT9A
hsa05165	WNT9B
hsa05165	FZD5
hsa05165	FZD3
hsa05165	HDAC11
hsa05165	WNT10A
hsa05165	WNT5B
hsa05165	AXIN1
hsa05165	AXIN2
hsa05165	FZD1
hsa05165	FZD4
hsa05165	FZD6
hsa05165	FZD7
hsa05165	FZD8
hsa05165	FZD9
hsa05165	TCF7L1
hsa05165	CASP3
hsa05165	HDAC10
hsa05165	CASP8
hsa05165	MAML2
hsa05165	PARD6G
hsa05165	PARD6B
hsa05165	HES7
hsa05165	CREB3L3
hsa05165	PIK3R3
hsa05165	ITGA10
hsa05165	ITGA8
hsa05165	IKBKG
hsa05165	OASL
hsa05165	TRADD
hsa05165	FADD
hsa05165	HDAC3
hsa05165	CCNA2
hsa05165	CCNA1
hsa05165	CCND2
hsa05165	CCND3
hsa05165	WNT3A
hsa05165	CCNE1
hsa05165	ATP6V0E1
hsa05165	ATP6V1E2
hsa05165	CREB3L1
hsa05165	ATP6V0D1
hsa05165	CCNE2
hsa05165	MAGI1
hsa05165	CRB3
hsa05165	ATP6V1F
hsa05165	SLC9A3R1
hsa05165	TBPL1
hsa05165	ATP6V1G1
hsa05165	CREB5
hsa05165	ISG15
hsa05165	IKBKE
hsa05165	HDAC9
hsa05165	HDAC4
hsa05165	MAML1
hsa05165	CDC42
hsa05166	AKT3
hsa05166	CDK4
hsa05166	CDKN1A
hsa05166	CDKN2A
hsa05166	APC2
hsa05166	CDKN2B
hsa05166	CDKN2C
hsa05166	ANAPC10
hsa05166	KAT5
hsa05166	ADCY1
hsa05166	POLD3
hsa05166	PTTG2
hsa05166	ADCY2
hsa05166	ADCY3
hsa05166	ADCY5
hsa05166	CHEK1
hsa05166	ADCY6
hsa05166	CHEK2
hsa05166	FZD10
hsa05166	ADCY7
hsa05166	ADCY8
hsa05166	CHUK
hsa05166	ADCY9
hsa05166	TNFRSF13C
hsa05166	CREB1
hsa05166	ATF2
hsa05166	CREBBP
hsa05166	CREM
hsa05166	CSF2
hsa05166	CTNNB1
hsa05166	DLG1
hsa05166	DVL1
hsa05166	DVL2
hsa05166	DVL3
hsa05166	E2F1
hsa05166	E2F2
hsa05166	E2F3
hsa05166	EGR1
hsa05166	EGR2
hsa05166	ADCY4
hsa05166	CRTC2
hsa05166	ELK1
hsa05166	ELK4
hsa05166	EP300
hsa05166	AKT1
hsa05166	AKT2
hsa05166	ETS1
hsa05166	ETS2
hsa05166	FDPS
hsa05166	RRAS2
hsa05166	MRAS
hsa05166	CRTC1
hsa05166	FOS
hsa05166	CDC26
hsa05166	FZD2
hsa05166	KAT2A
hsa05166	GPS2
hsa05166	SLC25A4
hsa05166	SLC25A5
hsa05166	SLC25A6
hsa05166	GSK3B
hsa05166	ANAPC2
hsa05166	ANAPC4
hsa05166	HLA-A
hsa05166	HLA-B
hsa05166	HLA-C
hsa05166	HLA-DMA
hsa05166	HLA-DMB
hsa05166	HLA-DOA
hsa05166	HLA-DOB
hsa05166	HLA-DPA1
hsa05166	HLA-DPB1
hsa05166	HLA-DQA2
hsa05166	HLA-DQA1
hsa05166	HLA-DQB1
hsa05166	HLA-DRA
hsa05166	HLA-DRB1
hsa05166	HLA-DRB3
hsa05166	HLA-DRB4
hsa05166	
hsa05166	HLA-DRB5
hsa05166	HLA-E
hsa05166	HLA-F
hsa05166	HLA-G
hsa05166	APC
hsa05166	HRAS
hsa05166	XIAP
hsa05166	ICAM1
hsa05166	IKBKB
hsa05166	IL1R1
hsa05166	IL2
hsa05166	IL2RA
hsa05166	IL2RB
hsa05166	IL2RG
hsa05166	IL6
hsa05166	IL15
hsa05166	IL15RA
hsa05166	ITGAL
hsa05166	ITGB2
hsa05166	JAK1
hsa05166	JAK3
hsa05166	JUN
hsa05166	KRAS
hsa05166	TBPL2
hsa05166	LCK
hsa05166	LTA
hsa05166	LTBR
hsa05166	MAD2L1
hsa05166	SMAD2
hsa05166	SMAD3
hsa05166	SMAD4
hsa05166	MAP3K1
hsa05166	MAP3K3
hsa05166	MSX1
hsa05166	MSX2
hsa05166	MYB
hsa05166	MYBL2
hsa05166	MYC
hsa05166	ATF1
hsa05166	ATF3
hsa05166	ATF4
hsa05166	ATM
hsa05166	NFATC1
hsa05166	NFATC2
hsa05166	NFATC3
hsa05166	NFATC4
hsa05166	NFKB1
hsa05166	NFKB2
hsa05166	NFKBIA
hsa05166	NFYB
hsa05166	NRAS
hsa05166	PCNA
hsa05166	WNT16
hsa05166	ANAPC5
hsa05166	ANAPC7
hsa05166	ANAPC11
hsa05166	PDGFA
hsa05166	PDGFB
hsa05166	PDGFRA
hsa05166	PDGFRB
hsa05166	PIK3CA
hsa05166	PIK3CB
hsa05166	PIK3CD
hsa05166	PIK3R1
hsa05166	PIK3R2
hsa05166	POLE3
hsa05166	POLB
hsa05166	POLD1
hsa05166	POLD2
hsa05166	POLE
hsa05166	POLE2
hsa05166	WNT4
hsa05166	ATR
hsa05166	PPP3CA
hsa05166	PPP3CB
hsa05166	PPP3CC
hsa05166	PPP3R1
hsa05166	PPP3R2
hsa05166	PRKACA
hsa05166	PRKACB
hsa05166	PRKACG
hsa05166	VAC14
hsa05166	MAPK8
hsa05166	POLE4
hsa05166	POLD4
hsa05166	BAX
hsa05166	RAN
hsa05166	RANBP1
hsa05166	RB1
hsa05166	CCND1
hsa05166	RELA
hsa05166	RELB
hsa05166	BCL2L1
hsa05166	RRAS
hsa05166	MAP2K4
hsa05166	ANAPC1
hsa05166	CRTC3
hsa05166	SLC2A1
hsa05166	SPI1
hsa05166	SRF
hsa05166	STAT5A
hsa05166	STAT5B
hsa05166	TBP
hsa05166	TCF3
hsa05166	BUB1B
hsa05166	TERT
hsa05166	TGFB1
hsa05166	TGFB2
hsa05166	TGFB3
hsa05166	TGFBR1
hsa05166	TGFBR2
hsa05166	TSPO
hsa05166	TLN1
hsa05166	TNF
hsa05166	TNFRSF1A
hsa05166	TP53
hsa05166	VCAM1
hsa05166	VDAC1
hsa05166	VDAC2
hsa05166	VDAC3
hsa05166	WNT1
hsa05166	WNT2
hsa05166	WNT3
hsa05166	WNT5A
hsa05166	WNT6
hsa05166	WNT7A
hsa05166	WNT7B
hsa05166	WNT8A
hsa05166	WNT8B
hsa05166	WNT10B
hsa05166	WNT11
hsa05166	WNT2B
hsa05166	WNT9A
hsa05166	WNT9B
hsa05166	XBP1
hsa05166	XPO1
hsa05166	ZFP36
hsa05166	IL1R2
hsa05166	FZD5
hsa05166	FZD3
hsa05166	WNT10A
hsa05166	FOSL1
hsa05166	WNT5B
hsa05166	CALR
hsa05166	CANX
hsa05166	TRRAP
hsa05166	FZD1
hsa05166	FZD4
hsa05166	FZD6
hsa05166	FZD7
hsa05166	FZD8
hsa05166	FZD9
hsa05166	SLC25A31
hsa05166	TLN2
hsa05166	RANBP3
hsa05166	PIK3R3
hsa05166	IKBKG
hsa05166	CDC23
hsa05166	NRP1
hsa05166	KAT2B
hsa05166	CDC16
hsa05166	CCND2
hsa05166	CCND3
hsa05166	WNT3A
hsa05166	MAP3K14
hsa05166	CCNB2
hsa05166	CD3D
hsa05166	CD3E
hsa05166	CD3G
hsa05166	BUB3
hsa05166	PTTG1
hsa05166	TP53INP1
hsa05166	TBPL1
hsa05166	CD40
hsa05166	CDC20
hsa05166	CDC27
hsa05167	AKT3
hsa05167	MICA
hsa05167	CDK4
hsa05167	CDK6
hsa05167	CDKN1A
hsa05167	IRF9
hsa05167	GNB5
hsa05167	GABARAP
hsa05167	GABARAPL2
hsa05167	CHUK
hsa05167	CCR1
hsa05167	CCR3
hsa05167	CCR4
hsa05167	CCR5
hsa05167	CCR8
hsa05167	CD200R1
hsa05167	CREB1
hsa05167	CREBBP
hsa05167	MAPK14
hsa05167	CSF2
hsa05167	PIK3R6
hsa05167	TICAM1
hsa05167	CTNNB1
hsa05167	CALML6
hsa05167	RCAN1
hsa05167	E2F1
hsa05167	E2F2
hsa05167	E2F3
hsa05167	EP300
hsa05167	AKT1
hsa05167	AKT2
hsa05167	FGF2
hsa05167	ATG14
hsa05167	FOS
hsa05167	PIK3R5
hsa05167	GABARAPL1
hsa05167	MTOR
hsa05167	GNB1
hsa05167	GNB2
hsa05167	GNB3
hsa05167	GNG3
hsa05167	GNG4
hsa05167	GNG5
hsa05167	GNG7
hsa05167	GNG10
hsa05167	GNG11
hsa05167	GNGT1
hsa05167	GNGT2
hsa05167	ANGPT2
hsa05167	TBK1
hsa05167	CXCL1
hsa05167	CXCL2
hsa05167	CXCL3
hsa05167	GSK3B
hsa05167	HCK
hsa05167	HIF1A
hsa05167	HLA-A
hsa05167	HLA-B
hsa05167	HLA-C
hsa05167	HLA-E
hsa05167	HLA-F
hsa05167	HLA-G
hsa05167	HRAS
hsa05167	ICAM1
hsa05167	IFNA1
hsa05167	IFNA2
hsa05167	IFNA4
hsa05167	IFNA5
hsa05167	IFNA6
hsa05167	IFNA7
hsa05167	IFNA8
hsa05167	IFNA10
hsa05167	IFNA13
hsa05167	IFNA14
hsa05167	CD200R1L
hsa05167	IFNA16
hsa05167	IFNA17
hsa05167	IFNA21
hsa05167	IFNAR1
hsa05167	IFNAR2
hsa05167	IFNB1
hsa05167	IFNGR1
hsa05167	FAS
hsa05167	IKBKB
hsa05167	IL6
hsa05167	IL6ST
hsa05167	CXCL8
hsa05167	IRF3
hsa05167	IRF7
hsa05167	ITPR1
hsa05167	ITPR2
hsa05167	ITPR3
hsa05167	JAK1
hsa05167	JAK2
hsa05167	JUN
hsa05167	KRAS
hsa05167	LYN
hsa05167	MICB
hsa05167	BECN2
hsa05167	MYC
hsa05167	NFATC1
hsa05167	NFATC2
hsa05167	NFATC3
hsa05167	NFATC4
hsa05167	NFKB1
hsa05167	NFKBIA
hsa05167	NRAS
hsa05167	PDGFB
hsa05167	GNG13
hsa05167	CALML5
hsa05167	PIK3C3
hsa05167	PIK3CA
hsa05167	PIK3CB
hsa05167	PIK3CD
hsa05167	PIK3CG
hsa05167	PIK3R1
hsa05167	PIK3R2
hsa05167	PLCG1
hsa05167	PLCG2
hsa05167	CYCS
hsa05167	GNG2
hsa05167	PPP3CA
hsa05167	PPP3CB
hsa05167	PPP3CC
hsa05167	PPP3R1
hsa05167	PPP3R2
hsa05167	MAPK1
hsa05167	MAPK3
hsa05167	GNG12
hsa05167	MAPK8
hsa05167	MAPK11
hsa05167	MAPK9
hsa05167	MAPK10
hsa05167	MAPK13
hsa05167	MAP2K1
hsa05167	MAP2K2
hsa05167	MAP2K6
hsa05167	MAP2K7
hsa05167	EIF2AK2
hsa05167	PTGS2
hsa05167	PREX1
hsa05167	BAK1
hsa05167	BAX
hsa05167	RAC1
hsa05167	RAF1
hsa05167	RB1
hsa05167	GNB4
hsa05167	CCND1
hsa05167	RELA
hsa05167	MAPK12
hsa05167	BID
hsa05167	MAP2K4
hsa05167	ATG3
hsa05167	SRC
hsa05167	STAT1
hsa05167	STAT2
hsa05167	STAT3
hsa05167	SYK
hsa05167	TLR3
hsa05167	TNFRSF1A
hsa05167	TP53
hsa05167	C3
hsa05167	TRAF2
hsa05167	TRAF3
hsa05167	TYK2
hsa05167	UBB
hsa05167	VEGFA
hsa05167	ZFP36
hsa05167	CALM1
hsa05167	CALM2
hsa05167	CALM3
hsa05167	CALML3
hsa05167	CASP3
hsa05167	CASP8
hsa05167	CASP9
hsa05167	PIK3R3
hsa05167	IKBKG
hsa05167	BECN1
hsa05167	TRADD
hsa05167	FADD
hsa05167	CALML4
hsa05167	MAPKAPK2
hsa05167	CD86
hsa05167	GNG8
hsa05167	IKBKE
hsa05167	CLEC2B
hsa05168	CDK2
hsa05168	ALYREF
hsa05168	IRF9
hsa05168	MCRS1
hsa05168	TAB1
hsa05168	NXF1
hsa05168	TAF6L
hsa05168	SRSF8
hsa05168	MED8
hsa05168	CHUK
hsa05168	CREBBP
hsa05168	CSNK2A1
hsa05168	CSNK2A2
hsa05168	CSNK2B
hsa05168	TICAM1
hsa05168	DAXX
hsa05168	EEF1D
hsa05168	EIF2S1
hsa05168	EP300
hsa05168	TAB2
hsa05168	FOS
hsa05168	DDX58
hsa05168	POU2F3
hsa05168	TAF5L
hsa05168	EIF2AK1
hsa05168	CSNK2A3
hsa05168	TBK1
hsa05168	GTF2I
hsa05168	HCFC2
hsa05168	PILRA
hsa05168	NOP53
hsa05168	HCFC1
hsa05168	HLA-A
hsa05168	HLA-B
hsa05168	HLA-C
hsa05168	HLA-DMA
hsa05168	HLA-DMB
hsa05168	HLA-DOA
hsa05168	HLA-DOB
hsa05168	HLA-DPA1
hsa05168	HLA-DPB1
hsa05168	HLA-DQA2
hsa05168	HLA-DQA1
hsa05168	HLA-DQB1
hsa05168	HLA-DRA
hsa05168	HLA-DRB1
hsa05168	HLA-DRB3
hsa05168	HLA-DRB4
hsa05168	
hsa05168	HLA-DRB5
hsa05168	HLA-E
hsa05168	HLA-F
hsa05168	HLA-G
hsa05168	HMGN1
hsa05168	HNRNPK
hsa05168	IFIT1
hsa05168	IFNA1
hsa05168	IFNA2
hsa05168	IFNA4
hsa05168	IFNA5
hsa05168	IFNA6
hsa05168	IFNA7
hsa05168	IFNA8
hsa05168	IFNA10
hsa05168	IFNA13
hsa05168	IFNA14
hsa05168	IFNA16
hsa05168	IFNA17
hsa05168	IFNA21
hsa05168	IFNAR1
hsa05168	IFNAR2
hsa05168	IFNB1
hsa05168	IFNG
hsa05168	IFNGR1
hsa05168	IFNGR2
hsa05168	FAS
hsa05168	IKBKB
hsa05168	IL1B
hsa05168	FASLG
hsa05168	IL6
hsa05168	IL12A
hsa05168	IL12B
hsa05168	IL15
hsa05168	IRF3
hsa05168	IRF7
hsa05168	JAK1
hsa05168	JAK2
hsa05168	JUN
hsa05168	TBPL2
hsa05168	LTA
hsa05168	ARNTL
hsa05168	IFIT1B
hsa05168	EIF2AK4
hsa05168	MYD88
hsa05168	NFKB1
hsa05168	NFKBIA
hsa05168	NFKBIB
hsa05168	OAS1
hsa05168	OAS2
hsa05168	OAS3
hsa05168	TAF9B
hsa05168	PER1
hsa05168	CFP
hsa05168	PML
hsa05168	TLR9
hsa05168	CYCS
hsa05168	POLR2A
hsa05168	UBE2R2
hsa05168	PPP1CA
hsa05168	PPP1CB
hsa05168	PPP1CC
hsa05168	MAPK8
hsa05168	NXF5
hsa05168	NXF3
hsa05168	NXF2
hsa05168	MAPK9
hsa05168	MAPK10
hsa05168	EIF2AK2
hsa05168	MAVS
hsa05168	PTPN11
hsa05168	NECTIN1
hsa05168	NECTIN2
hsa05168	RELA
hsa05168	RNASEL
hsa05168	CCL2
hsa05168	CCL5
hsa05168	IFIH1
hsa05168	SRSF1
hsa05168	SRSF2
hsa05168	SRSF3
hsa05168	SRSF4
hsa05168	SRSF5
hsa05168	SRSF6
hsa05168	SRSF7
hsa05168	SKP1
hsa05168	SKP2
hsa05168	SP100
hsa05168	SRPK1
hsa05168	STAT1
hsa05168	STAT2
hsa05168	TAF4
hsa05168	TAF4B
hsa05168	TAF5
hsa05168	TAF6
hsa05168	TAF10
hsa05168	TAF13
hsa05168	MAP3K7
hsa05168	TAP1
hsa05168	TAP2
hsa05168	TBP
hsa05168	C1QBP
hsa05168	TLR2
hsa05168	TLR3
hsa05168	TNF
hsa05168	TNFRSF1A
hsa05168	TP53
hsa05168	C3
hsa05168	TRAF1
hsa05168	TRAF2
hsa05168	TRAF3
hsa05168	TRAF5
hsa05168	TRAF6
hsa05168	C5
hsa05168	NXF2B
hsa05168	TYK2
hsa05168	USP7
hsa05168	CASP3
hsa05168	TAF3
hsa05168	CASP8
hsa05168	CUL1
hsa05168	IKBKG
hsa05168	SRSF9
hsa05168	TNFSF14
hsa05168	TNFRSF14
hsa05168	FADD
hsa05168	PER3
hsa05168	PER2
hsa05168	SOCS3
hsa05168	EIF2AK3
hsa05168	TBPL1
hsa05168	GTF2IRD1
hsa05168	CLOCK
hsa05168	IKBKE
hsa05168	CD74
hsa05168	CDK1
hsa05168	CDC34
hsa05169	AKT3
hsa05169	HDAC5
hsa05169	CDK2
hsa05169	PSMD14
hsa05169	CDKN1A
hsa05169	CDKN1B
hsa05169	
hsa05169	TAB1
hsa05169	POLR3F
hsa05169	POLR3G
hsa05169	POLR3C
hsa05169	YWHAQ
hsa05169	ADRM1
hsa05169	POLR3A
hsa05169	RBPJL
hsa05169	CHUK
hsa05169	CR2
hsa05169	ATF2
hsa05169	CREBBP
hsa05169	MAPK14
hsa05169	CSNK2A1
hsa05169	CSNK2A2
hsa05169	CSNK2B
hsa05169	POLR3H
hsa05169	EP300
hsa05169	AKT1
hsa05169	AKT2
hsa05169	FCER2
hsa05169	FGR
hsa05169	SNW1
hsa05169	TAB2
hsa05169	DDX58
hsa05169	POLR2J2
hsa05169	AKAP8L
hsa05169	SND1
hsa05169	EIF2AK1
hsa05169	CSNK2A3
hsa05169	TBK1
hsa05169	GSK3B
hsa05169	GTF2B
hsa05169	GTF2E1
hsa05169	GTF2E2
hsa05169	HDAC1
hsa05169	HDAC2
hsa05169	HLA-A
hsa05169	HLA-B
hsa05169	HLA-C
hsa05169	HLA-DPA1
hsa05169	HLA-DPB1
hsa05169	HLA-DQA2
hsa05169	HLA-DQA1
hsa05169	HLA-DQB1
hsa05169	HLA-DRA
hsa05169	HLA-DRB1
hsa05169	HLA-DRB3
hsa05169	HLA-DRB4
hsa05169	HLA-DRB5
hsa05169	HLA-E
hsa05169	HLA-F
hsa05169	HLA-G
hsa05169	HSPA1A
hsa05169	HSPA1B
hsa05169	HSPA1L
hsa05169	HSPA2
hsa05169	HSPA6
hsa05169	HSPA8
hsa05169	HSPB1
hsa05169	HSPB2
hsa05169	ICAM1
hsa05169	IFNG
hsa05169	RBPJ
hsa05169	IKBKB
hsa05169	IL10
hsa05169	IL10RA
hsa05169	IL10RB
hsa05169	IRAK1
hsa05169	IRF3
hsa05169	ITGAL
hsa05169	JAK1
hsa05169	JAK3
hsa05169	JUN
hsa05169	ENTPD8
hsa05169	TBPL2
hsa05169	LYN
hsa05169	MDM2
hsa05169	EIF2AK4
hsa05169	MYC
hsa05169	NEDD4
hsa05169	NFKB1
hsa05169	NFKB2
hsa05169	NFKBIA
hsa05169	NFKBIB
hsa05169	NFKBIE
hsa05169	POLR1D
hsa05169	POLR3K
hsa05169	PIK3CA
hsa05169	PIK3CB
hsa05169	PIK3CD
hsa05169	PIK3R1
hsa05169	PIK3R2
hsa05169	PLCG1
hsa05169	PLCG2
hsa05169	POLR2A
hsa05169	POLR2B
hsa05169	POLR2C
hsa05169	POLR2D
hsa05169	POLR2E
hsa05169	POLR2F
hsa05169	POLR2G
hsa05169	POLR2H
hsa05169	POLR2I
hsa05169	POLR2J
hsa05169	POLR2K
hsa05169	POLR2L
hsa05169	POLR2J3
hsa05169	PRKACA
hsa05169	PRKACB
hsa05169	PRKACG
hsa05169	POLR3B
hsa05169	POLR3E
hsa05169	MAPK8
hsa05169	MAPK11
hsa05169	MAPK9
hsa05169	MAPK10
hsa05169	MAPK13
hsa05169	MAP2K3
hsa05169	MAP2K6
hsa05169	MAP2K7
hsa05169	EIF2AK2
hsa05169	PSMC1
hsa05169	PSMC2
hsa05169	PSMC3
hsa05169	PSMC4
hsa05169	PSMC5
hsa05169	PSMC6
hsa05169	PSMD1
hsa05169	PSMD2
hsa05169	PSMD3
hsa05169	PSMD4
hsa05169	PSMD7
hsa05169	PSMD8
hsa05169	PSMD11
hsa05169	PSMD12
hsa05169	PSMD13
hsa05169	PTMA
hsa05169	RAN
hsa05169	RB1
hsa05169	BCL2
hsa05169	RELA
hsa05169	RELB
hsa05169	MAPK12
hsa05169	MAP2K4
hsa05169	SKP2
hsa05169	POLR3D
hsa05169	SPI1
hsa05169	SPN
hsa05169	STAT3
hsa05169	SYK
hsa05169	MAP3K7
hsa05169	TBP
hsa05169	TNFAIP3
hsa05169	TP53
hsa05169	TRAF1
hsa05169	TRAF2
hsa05169	TRAF3
hsa05169	TRAF5
hsa05169	TRAF6
hsa05169	TYK2
hsa05169	VIM
hsa05169	XPO1
hsa05169	YWHAB
hsa05169	YWHAE
hsa05169	YWHAG
hsa05169	YWHAH
hsa05169	YWHAZ
hsa05169	USP7
hsa05169	SEM1
hsa05169	NUP214
hsa05169	POLR3GL
hsa05169	PIK3R3
hsa05169	IKBKG
hsa05169	TRADD
hsa05169	RIPK1
hsa05169	CCNA2
hsa05169	CCNA1
hsa05169	MAP3K14
hsa05169	CD19
hsa05169	EIF2AK3
hsa05169	TBPL1
hsa05169	CD38
hsa05169	ENTPD1
hsa05169	POLR1C
hsa05169	ENTPD3
hsa05169	CD40
hsa05169	CD44
hsa05169	NCOR2
hsa05169	CD58
hsa05169	HDAC4
hsa05169	CDK1
hsa05169	PSMD6
hsa05170	AKT3
hsa05170	AP1M2
hsa05170	APOBEC3A
hsa05170	PAK4
hsa05170	TAB1
hsa05170	GNB5
hsa05170	BUB1B-PAK6
hsa05170	PAK6
hsa05170	CFL1
hsa05170	CFL2
hsa05170	CHEK1
hsa05170	CHUK
hsa05170	CGAS
hsa05170	AP1S1
hsa05170	CCR5
hsa05170	AP1S3
hsa05170	CRK
hsa05170	CRKL
hsa05170	APOBEC3D
hsa05170	MAPK14
hsa05170	AP1B1
hsa05170	CALML6
hsa05170	AP1G1
hsa05170	DDB1
hsa05170	APOBEC3H
hsa05170	APOBEC3F
hsa05170	AKT1
hsa05170	AKT2
hsa05170	PTK2B
hsa05170	TAB2
hsa05170	FBXW11
hsa05170	FOS
hsa05170	MTOR
hsa05170	SAMHD1
hsa05170	APOBEC3C
hsa05170	GNA11
hsa05170	GNAI1
hsa05170	GNAI2
hsa05170	GNAI3
hsa05170	GNAO1
hsa05170	GNAQ
hsa05170	GNB1
hsa05170	GNB2
hsa05170	GNB3
hsa05170	GNG3
hsa05170	GNG4
hsa05170	GNG5
hsa05170	GNG7
hsa05170	GNG10
hsa05170	GNG11
hsa05170	GNGT1
hsa05170	GNGT2
hsa05170	TBK1
hsa05170	PDIA3
hsa05170	HLA-A
hsa05170	HLA-B
hsa05170	HLA-C
hsa05170	HLA-E
hsa05170	HLA-F
hsa05170	HLA-G
hsa05170	HRAS
hsa05170	TMEM173
hsa05170	IFNA1
hsa05170	IFNA2
hsa05170	IFNA4
hsa05170	IFNA5
hsa05170	IFNA6
hsa05170	IFNA7
hsa05170	IFNA8
hsa05170	IFNA10
hsa05170	IFNA13
hsa05170	IFNA14
hsa05170	IFNA16
hsa05170	IFNA17
hsa05170	IFNA21
hsa05170	IFNB1
hsa05170	FAS
hsa05170	IKBKB
hsa05170	FASLG
hsa05170	IRAK1
hsa05170	IRF3
hsa05170	ITPR1
hsa05170	ITPR2
hsa05170	ITPR3
hsa05170	JUN
hsa05170	KRAS
hsa05170	LIMK1
hsa05170	LIMK2
hsa05170	MYD88
hsa05170	ATM
hsa05170	NFATC1
hsa05170	NFATC2
hsa05170	NFATC3
hsa05170	NFATC4
hsa05170	NFKB1
hsa05170	NFKBIA
hsa05170	NRAS
hsa05170	WEE2
hsa05170	PAK1
hsa05170	PAK2
hsa05170	PAK3
hsa05170	IRAK4
hsa05170	GNG13
hsa05170	CALML5
hsa05170	PIK3CA
hsa05170	PIK3CB
hsa05170	PIK3CD
hsa05170	PIK3R1
hsa05170	PIK3R2
hsa05170	PLCG1
hsa05170	PLCG2
hsa05170	CYCS
hsa05170	GNG2
hsa05170	ATR
hsa05170	PPP3CA
hsa05170	PPP3CB
hsa05170	PPP3CC
hsa05170	PPP3R1
hsa05170	PPP3R2
hsa05170	PRKCA
hsa05170	PRKCB
hsa05170	PRKCG
hsa05170	MAPK1
hsa05170	MAPK3
hsa05170	GNG12
hsa05170	MAPK8
hsa05170	MAPK11
hsa05170	MAPK9
hsa05170	MAPK10
hsa05170	MAPK13
hsa05170	MAP2K1
hsa05170	MAP2K2
hsa05170	MAP2K3
hsa05170	MAP2K6
hsa05170	MAP2K7
hsa05170	B2M
hsa05170	PAK5
hsa05170	BAD
hsa05170	PTK2
hsa05170	BAK1
hsa05170	BAX
hsa05170	PXN
hsa05170	RAC1
hsa05170	RAC2
hsa05170	RAC3
hsa05170	RAF1
hsa05170	GNB4
hsa05170	BCL2
hsa05170	RELA
hsa05170	BCL2L1
hsa05170	APOBEC3G
hsa05170	RPS6KB1
hsa05170	RPS6KB2
hsa05170	MAPK12
hsa05170	BID
hsa05170	SKP1
hsa05170	BST2
hsa05170	MAP3K7
hsa05170	TAP1
hsa05170	TAP2
hsa05170	TAPBP
hsa05170	ELOC
hsa05170	ELOB
hsa05170	TLR2
hsa05170	TLR4
hsa05170	TNF
hsa05170	TNFRSF1A
hsa05170	TNFRSF1B
hsa05170	TRAF2
hsa05170	TRAF5
hsa05170	TRAF6
hsa05170	WEE1
hsa05170	CXCR4
hsa05170	CALM1
hsa05170	CALM2
hsa05170	CUL5
hsa05170	CALM3
hsa05170	CALML3
hsa05170	CALR
hsa05170	CASP3
hsa05170	CASP8
hsa05170	CASP9
hsa05170	CUL4B
hsa05170	CUL4A
hsa05170	CUL1
hsa05170	PIK3R3
hsa05170	IKBKG
hsa05170	TRIM5
hsa05170	CCNB3
hsa05170	TRADD
hsa05170	RIPK1
hsa05170	FADD
hsa05170	AP1S2
hsa05170	AP1G2
hsa05170	AP1M1
hsa05170	CCNB1
hsa05170	BTRC
hsa05170	CCNB2
hsa05170	CD3D
hsa05170	CD3E
hsa05170	CD3G
hsa05170	CALML4
hsa05170	CD247
hsa05170	CD4
hsa05170	GNG8
hsa05170	APOBEC3B
hsa05170	RNF7
hsa05170	DCAF1
hsa05170	CDK1
hsa05170	CDC25C
hsa05170	RBX1
hsa05200	AKT3
hsa05200	BCL2L11
hsa05200	FRAT1
hsa05200	RASGRP1
hsa05200	LPAR6
hsa05200	CDK2
hsa05200	CDK4
hsa05200	CDK6
hsa05200	RASGRP2
hsa05200	CDKN1A
hsa05200	CDKN1B
hsa05200	CDKN2A
hsa05200	APC2
hsa05200	CDKN2B
hsa05200	LAMC3
hsa05200	TFG
hsa05200	CEBPA
hsa05200	TXNRD2
hsa05200	GNA13
hsa05200	GNB5
hsa05200	DLL3
hsa05200	ADCY1
hsa05200	ADCY2
hsa05200	ADCY3
hsa05200	GADD45G
hsa05200	RALBP1
hsa05200	PIM2
hsa05200	ADCY5
hsa05200	RASSF1
hsa05200	ADCY6
hsa05200	FZD10
hsa05200	EGLN2
hsa05200	EGLN3
hsa05200	BIRC8
hsa05200	ADCY7
hsa05200	ADCY8
hsa05200	TXNRD3
